4.047,0.16434,-0.20366,0.074558,-1.6489,-0.91248,-0.33799,-0.23645,-1.5891,0.069091,-0.044108,-0.42525,-1.8569,1.2878,0.40973,2.8232,0.13919,3.2581,0.58041,-0.049957,-0.28826,0.063399,-0.033106,-0.40609,5.8042,0.092234,-1.0742,2.6008,0.99616,0.83803,-0.053288,-0.9131,-0.1172,-1.3165,-1.2112,-0.34411,0.97942,3.2392,3.0573,-1.1374,-0.4002,1.8683,-0.027197,1.2489,-0.047552,-0.046579,-0.22918,-0.25797,-0.62413,2.1039,-0.15703,-0.14157,-1.5294,-0.56216,-1.0326,-0.0014352,-0.048055,0.70998,0.17271,-0.2365,-1.2516,3.2835,-0.0065521,-0.042677,-0.70067,-0.047328,1.4191,0.20568,-0.9311,0.095937,-0.039261,-1.4347,0.30888,0.09109,-0.78066,3.08,0.054799,-1.376,-0.26263,-0.97592,0.57629,-0.44768,0.090831,-0.34549,-0.051559,-0.25493,-0.13684,0.33835,-1.1916,-0.47931,1.0784,-0.07994,0.52677,3.1164,0.011741,-0.12937,-0.25726,-0.31927,-1.4085,-0.047573,-0.047639,-1.471,-1.6106,-0.12016,-1.7438,-0.26483,-0.57078,-0.58222,-0.62912,-0.25689,0.18923,-0.34141,-0.93947,-1.1005,0.57648,-0.25608,0.24736,0.048628,-1.8465,5.7629,1.635,-0.74194,3.0276,-0.61612,-0.43899,-0.7456,-1.4918,1.4666,0.010694,-0.36099,-0.041216,-0.048413,0.10411,-0.069161,-0.57912,-1.4062,-1.581,-0.28085,-1.5848,1.5306,0.63801,0.11234,-0.26693,-0.048743,0.090186,-0.47698,-1.2846,-0.60698,-0.035729,-1.0162,-1.3585,0.33399,-0.90812,-0.54514,-0.2599,2.9428,-0.25358,-1.4634,-0.048203,0.085233,0.098434,-1.8763,-0.35977,-0.51762,-0.98475,-0.57907,-0.84743,-0.34196,3.0837,0.10103,-1.2626,-0.047797,-1.0454,-1.811,-0.16945,5.343,-0.56919,-0.59285,0.095426,2.9944,0.20435,-0.26878,-0.29187,-0.65731,-0.28504,-1.0622,0.091595,-0.29101,-0.029999,1.1994,1.8331,2.5669,0.075792,-0.61376,-0.81757,-0.89186,1.7397,0.089886,-1.3624,-0.61253,
-0.081495,-0.1054,-0.67705,-0.7201,-2.373,0.91838,2.5687,-0.70129,-0.87132,0.59895,0.82362,2.6196,-2.0108,0.36215,-0.27597,-0.83773,-0.74456,1.9713,-1.4928,0.78293,0.028029,-0.72166,-0.70726,2.2457,0.63338,0.55166,-3.0014,-0.90735,-0.25331,-0.25959,-0.70882,0.93232,-0.69009,-0.37202,-2.5541,2.5601,-1.5364,1.9202,-0.82326,2.6828,2.4673,-0.83733,-0.70279,-0.69051,0.79474,0.79299,1.8485,0.90564,-0.27854,-0.48912,0.71064,-0.6942,-1.7357,-0.29473,0.26503,-0.69952,0.79519,-0.32047,-0.14053,0.81534,-1.7647,1.915,-0.67395,0.98097,-0.79354,0.80082,-0.079423,-0.7646,0.75046,-1.5704,0.91508,-1.2846,-1.0569,0.55302,0.23604,-0.58681,-0.31422,-1.625,0.92635,0.051869,-0.91667,2.6516,-0.68341,2.5306,0.80163,-1.3514,-0.86987,-0.79856,0.12324,2.4319,-0.63516,-0.72307,-0.23416,-0.78125,-0.65795,-0.68818,0.90679,0.024024,-0.48643,0.79458,0.79388,-3.0139,-1.7658,1.5786,2.3726,0.92259,-0.97689,-0.29128,2.7356,-0.12438,-0.71705,2.5778,1.5905,-1.5656,-0.82202,0.88843,-0.73021,-0.70629,-0.44273,0.84144,-0.49199,-0.32899,-0.8337,2.6726,2.9952,-0.398,-1.789,-1.5707,-0.71329,2.8149,0.87085,0.80108,0.53297,-0.71421,-0.29261,-1.0118,-1.7648,2.2461,-0.67726,-1.5519,-0.46429,-0.71781,0.94719,0.79693,0.5579,3.0025,-1.0649,-0.35153,-0.70187,-2.6973,-1.2864,0.46685,-2.2768,-0.28486,0.87148,-0.61053,2.4413,-1.2482,0.79997,-0.75957,0.54669,-0.45026,2.5319,2.8876,-0.72785,2.6457,-2.5165,2.5532,-0.59494,0.53883,-1.16,0.79605,-1.0863,-0.34522,-0.68376,0.48868,-0.28852,-1.6466,0.54944,-0.84422,-0.77169,0.94299,-0.051859,0.47427,-0.0046558,-1.239,0.55158,-0.038553,-0.72359,-0.69885,-0.90355,-0.35751,-0.73723,2.5841,-1.9447,-2.538,-0.47088,0.55732,-1.5073,2.5905,
2.8207,-0.079734,-0.024065,-0.04203,-1.2951,-0.1147,0.17261,-0.0080476,-3.57,0.72397,0.90684,0.44689,-0.98761,-0.36559,0.2792,3.1637,-0.059409,0.052704,-2.2373,0.94655,-0.12259,-0.033354,-0.012392,-0.052392,1.063,0.7169,-1.1713,2.1568,0.45929,0.38857,-0.0072002,-0.11632,-0.015245,-2.8748,-0.66079,0.16677,-1.9604,-0.0074664,3.4133,0.017172,0.12836,-0.46404,-0.031853,-1.4528,0.9484,0.94583,-0.094432,0.32397,0.6925,3.3621,0.85771,-0.0010067,-3.3936,0.72886,-0.23994,-0.0068385,0.94252,0.63491,-0.094592,0.26537,-0.28167,-0.025963,-0.017963,0.92016,-0.21175,0.93186,0.45223,-0.090627,-0.14206,-0.48456,0.88871,-3.4196,1.4931,0.71671,-2.6055,3.3214,-0.28148,-0.31195,0.33905,-0.31742,0.41877,0.10374,-0.018799,0.08499,0.96906,-0.75686,-0.14157,-0.1783,-0.30237,0.057389,1.767,-0.019896,1.6363,3.511,-0.018939,-0.040366,0.32794,1.3744,-3.0027,0.94255,0.94373,-2.7633,-0.42421,-0.056931,-0.037605,0.33112,-1.6205,0.72339,0.11864,1.4734,-0.059842,-1.1203,1.204,-0.1359,1.844,0.31002,-0.10315,-0.014851,-0.5403,0.93662,3.3278,-0.64033,3.3943,0.081105,-1.3488,-0.52338,-3.3787,-0.25035,-0.019051,-1.3234,0.88973,0.93413,0.71973,-0.0079719,0.72191,-2.7906,-0.43959,-0.80866,-2.3932,-0.33474,-0.017665,-0.036716,0.35143,0.93945,0.71962,-1.2939,-0.37852,-0.047823,-0.023955,-0.62854,-3.0406,0.79158,-0.78999,0.71189,0.31825,3.0775,0.014815,-3.2452,0.93726,-0.047284,0.72151,-1.2478,0.11788,-1.6877,-0.43664,0.0048254,-1.8274,0.14768,3.319,0.71931,-2.3035,0.9406,-0.31284,-0.32319,-0.0045727,1.3751,0.71838,-1.6147,0.71959,3.3586,-0.073788,0.34914,1.4498,1.2761,-0.12014,-0.35615,0.71673,-0.12499,-0.016691,1.5971,1.384,2.9754,-0.038633,0.11815,-0.19354,-1.8535,3.3494,0.71851,-0.36155,0.047711,
-0.99329,0.22464,-0.13433,0.23737,-1.5161,0.79645,-0.69465,-0.20813,2.6675,-0.2523,-0.33042,0.96043,-0.61038,2.1726,0.58611,-1.2813,0.35228,-0.41377,2.6205,-0.32406,1.9378,0.23476,0.074514,0.95009,-3.1158,-0.2201,-3.7126,-1.1666,0.84104,0.67354,0.069397,0.82086,-0.033348,0.61398,-3.6653,-0.69449,2.6363,-0.18159,-0.83254,-0.25486,0.36288,1.2395,0.13453,1.5097,-0.32679,-0.32535,1.3263,-0.12459,-0.11218,-1.6968,-0.046784,-0.081791,1.945,-0.015616,-1.0372,0.11578,-0.32573,0.8195,0.28301,-0.075369,-0.88063,-0.17495,0.10242,-0.44195,-3.0695,-0.32581,1.6452,0.48721,0.67013,-2.4708,-0.3666,1.5227,2.8502,-0.22084,0.27547,-1.855,1.0852,-2.6008,-0.13917,-1.1607,2.312,0.306,0.22344,-0.65318,-0.33274,-0.000667,0.36074,0.83907,-0.81324,0.54414,1.7418,0.031748,-0.72498,-0.90023,0.10901,-0.012416,-0.13203,-0.55336,0.89077,-0.3255,-0.32522,-1.3914,-1.9407,1.5078,-0.27044,-0.11775,1.2591,-0.026815,0.56816,-0.63181,0.46123,-2.2823,-0.42811,-0.15081,2.8717,-0.10393,0.62578,0.15298,0.81677,-2.6032,-1.7003,0.23178,-0.81883,0.50267,-2.5652,0.13241,2.0887,2.6371,0.15132,-2.338,-0.34818,-0.32664,-0.21034,0.024556,-0.026879,0.57863,-1.9617,-2.3351,0.83546,2.8183,1.9231,0.26925,-0.1496,-0.32575,-0.22472,-2.5102,-0.78535,0.35475,0.094853,-4.0564,1.9869,0.33968,-4.1132,-0.028664,-0.055478,-1.7226,0.27468,2.1047,-0.32648,0.27731,-0.21983,0.87872,-0.69096,-2.6487,1.0642,0.11343,-2.363,-0.68739,-1.843,-0.21417,1.3055,-0.32594,-0.82261,0.85375,-0.13302,-2.0696,-0.019068,2.0095,-0.22018,-0.81007,0.12242,-0.1378,-0.58226,-0.50313,1.9312,-1.0324,-0.21934,1.9397,0.099108,1.43,0.23893,-0.3582,0.24553,-0.92702,-4.7063,-2.358,-1.728,-0.22406,-1.1995,0.47852,
0.056659,-0.28232,-0.52343,-0.47438,-0.83278,1.1683,2.1491,-0.56625,-1.1238,-0.33686,-0.14638,2.1013,-0.48441,0.55417,-0.61674,-1.0171,-0.47759,0.32297,-2.2436,-0.14849,0.28574,-0.50923,-0.51923,2.8047,-0.57802,-0.36947,-1.1313,-1.166,-0.44874,-0.4373,-0.53734,1.1867,-0.52361,-0.73291,-1.327,2.1463,-2.1719,0.27501,-1.0888,1.9728,1.4221,-0.59551,-0.51241,-0.49502,-0.14682,-0.14811,2.2938,0.042533,-0.59438,-0.72577,-0.015565,-0.54649,-1.5973,-0.62235,0.99906,-0.51136,-0.14851,-0.57746,-0.32552,-0.0071751,-0.87486,0.26562,-0.46492,-0.11038,0.33802,-0.15027,-0.72543,-0.45829,1.0137,0.0016804,-0.098051,-0.90274,-1.2911,-0.36934,-0.2633,-0.62863,0.60868,-0.71387,0.057017,0.80718,-0.67599,3.1231,-0.45487,2.1996,-0.1402,-1.3381,-0.68401,-0.40476,0.095913,2.9527,-0.87579,-0.55244,-0.40678,-1.0135,-0.42359,-0.52031,0.046604,-0.11206,-0.70465,-0.14888,-0.14857,-2.1991,-0.34924,1.8429,1.8701,0.048246,-1.0125,-0.61901,2.8895,-0.27932,-0.4423,2.1258,1.437,-0.33456,-1.2901,0.028679,-0.39978,-0.47873,-0.25283,-0.38544,-0.67508,0.50747,-1.1126,2.8741,2.1465,0.41846,-1.7081,-2.2227,-0.52193,2.3796,-0.12261,-0.14928,-0.37995,-0.54265,-0.62004,-0.6074,-0.36885,2.144,-0.86103,-2.1975,-0.3134,-0.46734,0.069724,-0.14928,-0.36573,2.0169,-0.47233,-0.52951,-0.50905,-1.147,-1.1871,-0.094431,-1.4556,-0.60873,0.014656,-0.56138,1.4697,-1.1088,-0.14898,-0.54132,-0.37129,-0.25651,2.1539,1.2078,-0.62521,2.075,-1.872,2.1606,-0.64131,-0.3771,-0.93927,-0.14901,-0.54286,-0.12001,-0.52963,-0.020872,-0.61594,-1.5858,-0.3701,-1.1397,-0.077751,0.065243,-0.18916,0.45597,0.20302,-0.63926,-0.3699,0.097211,-0.54394,-0.89852,-1.3439,-0.7552,-0.51574,2.0727,-0.82562,-1.9086,-0.69422,-0.36624,-0.55108,2.8364,
-0.92266,-0.13227,0.70904,0.59039,0.62637,-0.059407,-1.9823,0.82958,-0.23918,-0.84379,-0.95807,-1.9305,-0.26794,-1.138,-0.13301,0.37934,0.55751,-4.2384,0.92387,-0.8587,-0.38364,0.65375,0.71232,-1.9215,0.58807,-0.85193,2.3652,0.59505,0.25934,0.38526,0.75208,-0.06441,0.72362,-0.77164,2.349,-1.983,0.94331,-4.3269,0.331,-1.0484,-1.6602,-1.2826,0.68656,-0.86778,-0.86702,-0.87205,-1.706,-0.67403,0.32549,2.5237,-0.86322,0.7783,-0.57564,0.35305,-0.30707,0.69055,-0.87778,1.3367,-0.0045044,-0.52728,0.85895,-4.3492,0.60478,-1.141,0.87562,-0.90117,0.50543,0.50043,-0.197,2.1587,-1.0241,-0.96081,-0.27172,-0.8521,-0.53341,0.55835,-0.40663,1.7618,-0.70042,-0.024553,-0.64601,-1.7788,0.57617,-1.98,-0.82551,1.6497,0.83726,-0.020456,0.23325,-1.7899,-0.70358,0.78484,1.0119,0.33198,0.54588,0.69629,-0.67163,0.99026,-0.84525,-0.87809,-0.87495,1.705,1.6028,-1.3807,-1.6308,-0.71175,-0.05303,0.34169,-2.0197,1.0011,0.50259,-2.5739,0.8239,1.2944,0.094175,-0.65743,0.34481,0.62773,0.71253,-0.41943,2.6579,-0.61521,0.30053,-1.9448,-1.6374,-0.54386,-0.51672,1.1451,0.70401,-2.1196,-1.0055,-0.89631,-0.8575,0.76658,0.34442,0.67499,1.6293,-2.4776,-0.46545,1.0665,-0.70796,0.5698,-0.73242,-0.88408,-0.84979,-1.167,0.90901,0.20167,0.68241,2.5258,-0.060411,-1.3055,2.4862,0.2007,-0.68865,1.1262,-2.0101,-0.14699,-0.891,0.68574,-0.85134,-0.069992,-1.9812,-0.75865,0.79326,-1.8127,1.3067,-1.9827,0.5665,-0.85526,0.26421,-0.88248,0.43511,0.57908,0.74937,-1.032,0.26744,0.33966,-0.85098,0.32549,0.34615,-0.73523,1.0015,0.73842,-0.33897,0.51599,-0.85138,-0.32911,0.75262,-0.60221,0.1519,2.0166,0.65137,-1.8717,2.247,1.3274,2.6351,-0.85058,0.74083,-1.9147,
0.75686,0.94839,-0.40625,-0.036717,-2.2416,-1.2717,-0.67215,-0.41009,-1.6003,-0.25889,-0.25796,-0.77924,-3.0704,-1.5314,1.8655,1.8483,0.035484,0.093191,-0.42072,-0.25069,-1.5781,-0.046792,-0.15423,-0.98818,1.9064,-0.2526,-1.4618,1.6092,1.6556,1.3497,-0.17917,-1.2718,-0.27868,-0.84147,-1.4018,-0.68101,-0.036616,0.090322,1.6741,-1.6711,-0.89291,0.81205,-0.17049,-0.49215,-0.24399,-0.2452,-0.81757,-0.26246,2.6281,1.7711,-0.22692,-0.29813,-1.4111,2.6505,-1.1069,-0.12018,-0.24574,2.8952,0.97132,-0.26745,-0.89913,0.080869,-0.15744,-0.26821,-0.35962,-0.24805,2.4148,0.090629,-1.1778,-1.1584,-0.28842,-1.8324,-0.98318,-0.25261,0.19627,1.2705,-0.91199,0.48836,-0.26131,-1.0682,-0.77236,-0.98603,-0.030795,-0.67805,-0.23238,-0.12127,-0.31099,0.084332,-0.65792,-0.98357,-1.6594,-0.20107,2.3053,1.5915,-0.14834,-0.3103,-0.26109,2.8672,-0.91151,-0.24579,-0.24553,-0.90552,0.55508,-0.69787,-1.6846,-0.26306,-2.649,2.6363,-1.0436,2.6143,0.064569,1.1362,2.2186,-2.823,-1.6532,-0.26381,0.092649,-0.055157,-0.40643,2.3288,1.4625,-1.1049,1.6606,-1.0342,1.1459,-1.1664,-1.3711,0.96499,-0.10376,1.1328,-0.27561,-0.24765,-0.24876,-0.18954,2.6366,-2.117,0.53247,1.1432,-0.93317,1.0902,-1.6099,0.0082508,-0.26092,-0.24594,-0.25277,1.1016,-0.79882,1.3719,-0.17034,-1.5268,-1.6692,0.13629,-0.44224,2.5266,-0.26226,1.803,-0.80292,-1.9496,-0.2465,-0.0069416,-0.25043,-0.98434,-0.70381,1.2267,1.2521,-1.1913,-0.48412,-0.67783,1.2908,-0.24955,0.25247,-0.24627,-1.2098,-0.20921,-0.3449,2.6721,2.5837,-0.97177,-0.2515,1.7003,0.28799,-0.26146,2.8225,2.676,-1.5224,-1.1199,-0.25287,-1.4501,-0.14028,-1.6752,0.1903,3.4797,-0.022316,-0.97291,-1.0352,-0.48945,1.4999,-0.25295,-1.0357,-1.0482,
-0.1054,0.034481,0.0097917,-0.0068427,2.509,2.0524,1.047,0.046765,-1.423,-0.97128,-0.58571,3.1727,2.6213,-0.713,-0.87296,-0.42512,-0.011653,0.1193,-1.3102,-0.59141,2.8737,-0.018897,-0.0020334,2.183,-1.6943,-0.94785,-3.6561,-0.18149,-0.71069,-0.65957,-0.014424,2.0732,0.003868,-1.6419,-4.2214,1.0426,-1.2288,0.42173,-0.65231,2.5018,2.6931,-0.58955,-0.022861,-0.99252,-0.60996,-0.60544,2.3868,-0.82607,-1.9529,-0.57851,-0.59617,0.014148,1.2519,-1.924,-1.241,-0.0048999,-0.60381,-0.82446,0.010445,-0.85087,1.3884,0.45399,0.0044279,-0.62369,-0.19554,-0.60052,-0.94979,-0.0062313,2.0088,-0.72571,-0.55963,0.92092,0.74594,-0.94881,-3.5417,-0.40585,-1.7954,0.37291,-0.81734,-1.3756,0.079357,1.8951,-0.0063805,1.1783,-0.63153,-0.47172,-0.017667,-0.056536,-1.2861,1.9503,-0.33221,0.010431,-1.3631,-0.64545,0.0059584,0.0097528,-0.82427,-2.474,-1.076,-0.60492,-0.60666,-0.53231,0.45928,2.4753,1.9729,-0.82374,0.28643,-1.9268,2.5745,-2.3013,-0.061497,-2.3719,-1.997,0.48486,0.68687,-0.83559,-0.075972,0.0035185,1.6522,-1.2697,-0.76813,2.5108,-0.6351,2.4509,-3.341,2.2483,1.2734,-1.3862,-0.013572,-2.6332,-0.5683,-0.59889,-0.93308,0.0046642,-1.9213,-0.011973,0.43149,-2.0488,0.44644,-1.4603,-0.64817,-0.0053296,-0.80954,-0.60384,-0.95072,-3.5867,2.2989,-0.96502,-0.0053284,-3.8106,0.81404,-0.66983,-1.805,-1.8946,-0.84235,-0.21115,2.6096,0.78099,-0.60169,-0.0047763,-0.94183,1.6726,1.039,-5.5595,1.8739,2.5672,-1.467,1.0713,-0.40497,-0.93794,0.46521,-0.60401,1.7306,1.7924,0.014944,-0.57354,-1.911,-0.1361,-0.94441,-0.63312,1.29,-0.81411,-2.4239,-2.4787,2.873,1.9048,-0.94798,2.8818,0.0010117,-0.45172,-0.17882,-1.8173,-0.0060931,0.85809,-1.8159,-1.4547,-0.72087,-0.95083,2.4051,2.4126,
0.43055,1.4406,-0.11769,-0.11407,-1.4208,-0.701,0.51541,-0.11515,-1.0811,-0.41176,-0.44542,0.039031,-1.5191,1.1199,0.79585,-0.21335,-0.11362,-1.5597,-0.25723,-0.43171,-0.7467,-0.11116,-0.1147,0.60025,0.43537,-0.39386,1.1234,-0.33622,-0.26459,-0.26072,-0.11418,-0.66204,-0.11353,-0.88468,1.3773,0.52178,-0.43477,-1.7176,0.37349,-0.020944,-0.87043,-1.2641,-0.11157,-1.7933,-0.44161,-0.44197,0.24505,-0.058446,-1.2059,-0.078089,-0.15036,-0.11285,-1.2237,-1.0296,-0.060446,-0.11448,-0.44178,-0.7029,1.3154,-0.049176,-1.2295,-1.7346,-0.11466,-0.46818,0.06728,-0.44292,-0.27378,-0.10885,-0.82183,0.32178,-0.44989,-0.76932,-0.65031,-0.39475,0.12422,0.35213,2.4524,-0.9123,-0.062239,-0.1176,-0.9289,0.72908,-0.11093,0.46483,-0.44818,-0.14467,-0.098335,-0.10501,-0.051709,0.68877,0.021669,-0.11097,-0.48119,0.44694,-0.11714,-0.10781,-0.058539,-1.0679,-1.2999,-0.4413,-0.44145,0.24342,-1.3465,0.102,0.61117,-0.061092,-0.044966,-1.0466,0.88275,-1.1743,-0.10789,1.4169,0.95403,-0.85599,-0.32354,-0.056788,-0.10429,-0.11793,-1.6563,-0.40859,-0.12703,-2.0158,0.337,0.91509,1.2971,-1.9367,-1.199,0.23144,-0.11174,1.3704,-0.44723,-0.44286,-0.38396,-0.11401,-1.046,0.01002,-1.3069,1.573,-1.6284,0.22536,0.34596,-0.11412,-0.063874,-0.44203,-0.39735,1.23,-0.94535,-0.95413,-0.11278,1.283,-0.88718,-0.22014,0.83402,-0.88555,-0.056964,0.0057475,-0.8284,-0.93222,-0.44296,-0.11189,-0.39118,-1.6859,0.54707,1.0935,-1.8292,-0.32039,0.65395,0.50793,0.35595,-0.38703,-0.8113,-0.44134,-0.16807,-1.6511,-0.11649,-0.55708,-0.97928,-1.2949,-0.39284,0.29434,-0.45904,-0.064382,-1.1702,0.10033,-0.70444,-0.074989,-0.39408,-0.62262,-0.11261,0.086888,-0.79252,-0.826,-0.11233,0.65158,1.0096,0.64559,-0.094415,-0.39704,-0.82666,0.92863,
0.11133,-0.22524,-0.17566,-0.11314,-0.77344,0.53606,1.4772,-0.24582,-0.8677,0.82757,0.32133,1.0493,-1.2968,1.0094,-0.75578,-0.98912,-0.12097,-0.33345,-1.6938,0.33538,-1.0747,-0.17082,-0.17692,1.5117,-0.31437,0.79784,-1.3667,-1.377,-0.011706,-0.0013618,-0.20502,0.52001,-0.18328,-0.31623,-1.0432,1.4738,-1.6241,-0.36844,-1.331,1.0295,1.3614,-0.80116,-0.16776,-0.36632,0.32315,0.32444,1.251,-0.024907,-0.80773,-0.55707,0.26115,-0.22191,-1.4498,-0.77113,0.40919,-0.16948,0.32498,-0.86789,-0.31415,0.003496,-0.1578,-0.38206,-0.1012,0.54247,1.072,0.3252,-0.43676,-0.088971,0.53224,-0.4803,0.29897,-1.0139,-0.86475,0.79932,0.11662,-1.0405,0.95501,-0.70594,-0.029865,0.13404,-0.13978,1.7764,-0.098373,1.5362,0.30038,-1.4683,-0.41355,0.12045,0.12275,1.7111,-1.4074,-0.2262,-0.57902,-1.3225,-0.039983,-0.17699,-0.023855,-0.72161,-0.59306,0.32516,0.32456,-1.086,-0.47225,1.1212,1.2192,-0.033852,-1.0801,-0.7752,1.7121,-0.78852,-0.073636,1.489,-0.0012544,-0.00014162,-1.5729,-0.023727,0.024519,-0.12019,-0.91879,-0.50053,-0.57805,-0.26656,-1.3268,1.8028,1.4593,-0.26427,-1.5027,-2.0101,-0.18753,1.3806,0.30955,0.32543,0.78723,-0.21236,-0.77467,-0.72873,-0.47507,1.4515,-0.29067,-1.9618,0.4478,-0.1092,-0.033337,0.32458,0.80205,1.3614,-0.29047,-0.62851,-0.1605,-1.2975,-0.74411,0.74986,-0.026789,-0.78255,-0.030229,-0.44668,1.4451,-0.86995,0.32483,-0.218,0.79484,-0.82733,1.4705,1.3621,-0.51454,1.4886,0.24595,1.4857,-1.0391,0.79104,-0.77119,0.32561,-0.61083,-0.73089,-0.1935,-0.45171,-0.77911,-1.0552,0.79613,-1.3196,-0.23837,-0.036142,-0.77276,-0.12155,-1.0727,-0.69502,0.79787,-1.0398,-0.21489,-1.4094,-1.7913,-1.0375,-0.17833,1.1887,-0.034982,0.23277,-0.55022,0.80185,-0.5109,1.8622,
